id,japanese,korean,tl,tr,bl,br,bg
loc_佳,佳,카,ff00ff00ff10ff00ff20ff40ff80ff00fffff7f7f7f7ececefefdfdf9f9f5050,ff00ff00ff00ff00ff00ff00ff00ff00ffffbfbfbfbf0303bfbfbfbfbfbf0101,ff00ff00ff00ff00ff00ff00ff00ff00dfdfdfdfd8d8dfdfdfdfdfdfd0d0ffff,ff00ff00ff00ff00ff00ff00ff00ff00bfbfbfbf0303bfbfbfbfbfbf0101ffff,13
loc_の,の,의,ff00ff00ff00fb04ef10df20ff00bf40fffffffffffffcfcf0f0eeeedededede,ff00ff00ff00bf40ef10f708fb04ff00ffffffffffff7f7f1f1fefeff7f7fbfb,df20ff00de21bf40fd02df20eb14ff00bebebebebdbddddddbdbe3e3f7f7ffff,ff00ff00ff00ff00fb04f708ef10ff00fbfbfbfbfbfbfbfbf7f7efef1f1fffff,13
loc_病,病,병,ff00ff00ff00ff00ff00ff00ff00ff00ffffffffffffe0e0efefe8e88f8fefef,ff00ff00ff00ff00ff00ff00ff00ff00ffffbfbfbfbf0101ffff0303bfbfbfbf,ff00ff00ff01ff20ff40ff00ff00ff00e8e88b8bebebe8e8dbdbbbbbfbfbffff,ff00ff00ff10ff00ff00ff00ff00ff000303bbbb5b5be3e3fbfbfbfbf3f3ffff,13
loc_室,室,실,ff00ff00ff00ff00ff00ff00ff00ff04fffffefededec0c0dfdfbfbfe0e0fdfd,ff00ff00ff00ff00ff00ff00ff00ff10fffffffffbfb0303fbfbffff0f0fffff,ff08ff00ff00ff00ff00ff00ff00ff00fbfbc0c0fefee0e0fefefefe8080ffff,ff08ff80ff00ff00ff00ff00ff00ff000f0ff7f7ffff0f0fffffffff0101ffff,13
loc2_部,部,부,00ff08f708f77f8022dd22dd14ebff0000000000000000000000000000000000,00ff00ff7c8344bb48b750af609fd82700000000000000000000000000000000,00ff3ec122dd22dd22dd3ec122dd00ff00000000000000000000000000000000,44bb42bd42bd44bb58a740bf40bf00ff00000000000000000000000000000000,2
loc2_室,室,실,00ff01fe21de3fc020df40bf1fe002fd00000000000000000000000000000000,00ff00ff04fbfc0304fb00fff00f00ff00000000000000000000000000000000,04fb3fc001fe1fe001fe01fe7f8000ff00000000000000000000000000000000,f00f08f700fff00f00ff00fffe0100ff00000000000000000000000000000000,2
loc2_登,登,등,01fe3fc003fc44bb28d730cfcf3010ef00000000000000000000000000000000,00ff807f10efa45b689738c7cc3320df00000000000000000000000000000000,1fe010ef10ef1fe008f704fbff0000ff00000000000000000000000000000000,f00f20df20dfe01f40bf807ffc0300ff00000000000000000000000000000000,2
loc2_場,場,장,00ff03fc02fd23dc22ddf30c20df2fd000000000000000000000000000000000,00fff80708f7f80708f7f80700fffe0100000000000000000000000000000000,21de33cce41b09f602fd04fb01fe00ff00000000000000000000000000000000,00fffc03946b24db44bb847b38c700ff00000000000000000000000000000000,2
tour_峰,峰,호,200030003100bb00ff00fe00fd00ff0000001000100011005300560054005100,d800fc00fc00f800f000e000f800df0048000400ec005800b0004000e0009900,ff00fd00ff00fd00ff00c7004000000054005500540005007000470040000000,ff00fc00fc00fc00fe00ff00600020000700bc000400b8000000bf0020002000,0
tour_霧,霧,키리,1f004f007f007f00ff007f001f007f0000000e0000003e00420042001e000100,f800fe00ff00ff00fd00fc00fc00ff000000fc000000fd0085008400ec008000,7f001f00ff00ff003f00ff00df001f006a0007000000e50017003700c4001f00,ff00fe00ff00ff00fe00fe00fe00bc005700ee0010000300ba00ba004600bc00,0
tour_龍,龍,류잔,19001d007f003f003f00ff007f007f0000000c0000001200160001007e000000,00009000f800fc00f800fc00fc00fc00000080000000fc000000f4000400fc00,7f007f007f007f007f0067006f0026003a0002003a0002003a00220023002600,f800fc00f800fc00fe00fe00fe007e000000fc000000fc000400fc0002007e00,0
tour_血,血,혈,0100030027003f003f0036003600360000000000030000001b00120012001200,8000c0009000f800fc00d800d800d8000000c000800000006c00480048004800,36003600360036003600ff007f0000001200120012001200120000007f000000,d800d800d800d800dc00fe00ff000000480048004800480048000000ff000000,0
tour_学,学,학원,26001b007f007f00ff00c0007f001f0002000900370000007f00400040001f00,30007000fc00fc00fe003c00f000f0001000100074000000f6001c000000b000,01000100ff007f0001000100070003000000000000007e000000000001000300,e000c400ff00ff0080008000800000006000c0000100ff008000800080000000,0
tour_雨,雨,사메,0000ff007f00010041007f007f006900000000007e000000000000003e002000,0400fe00ff00c0008400fe00ff00a600000000007f00c00080000000fb009200,6f00770079006f0067006100610020002a00260030002a002600200020002000,be00de00e600be009e0086009e008c00aa009a00c200aa009a00820086008c00,0
tour_山,山, ,0100010001000100610071006100610000000000000000000000300020002000,8000c0008000800086008700860086000000c000800080008000830082008200,61006100610061007f007f0060002000200020002000200000003f0020002000,8600860086008600fe00fe000600020082008200820082000200fa0002000200,0
tour_高,高,고,01000100ff007f000f000f000f0047000000000000007f000000070000000700,80008600fe00ff00e000f000f000f600000082000000ff000000d0001000f200,7f007f006f006f006f006f006400200000003f00200027002000270024002000,fe00ff00f600f600f600f6001e000c000000fb001200d2001200d20016000c00,0
tour_愛,愛,아이,00003f001f004f007f007f00ff006e00000000001f00060000003f0075004600,7800f800f800fc00fe00ff005e007c0000007800e800d8000000fb000e003400,670007000f001f007f0037007f003f002000030000000f001d00360001003f00,fe00fe00f000f800f000e000fe007f001a00fe000000d800b000600080007f00,0
tour_実,実,실,010021003f003f0071003f001f001f000000000000001f00300000001e000000,8000c400fe00ff001a00f800fc00f0000000c0000000fb000a000000fc000000,0f007f003f00030007001e007c0030000e0000003c000100030006001c003000,fc00fc00fe00e00070003c001f000700f40000007e00a0005000240018000700,0
tour_院,院, ,8000fc00ff00df00fe00ff00f100f8000000080068004b0056001c0041006800,60007400fe00ff001e00f800fc000600000030000000fb000e000000fc000200,df00db00d800f800f100c300df004e0048004b00480058007000410043004e00,fe00ff00f000f000f000b1001f000f0000005f0050005000d000900000000f00,0
tour_校,校,교,1800180018007f001e0038003d003d0000000800080002000e00080004000900,300030003200fe00ff0098008c0006000000100010000000ff00000088000600,7c00780078007880580018001b000b002c002800280068004800080008000b00,cc00ce007e0070007000d8008f000700440042002e0050002000500088000700,0
tour_然,然,젠,10001e003f003f007f00ff007c001c0000000a0001001b002800770054000c00,8000f000f800cc00fe00fe00c000e000000050006800440002007e0000004000,39007300ff004e00c800ec00c60042001800310063004e008000680042004200,f00098000c0006008800cc0066002200e0009000080006000000880022002200,0
tour_業,業,업,03001b000f007f007f0007003f001f0001000900050000007b00050000001e00,c000d000f800fc00fe00f000f800fc000000400058000000be0070000000fc00,1f000f007f003f0007001f007d00300000000e0000003c00020006001c003000,f000f800fc00fe00f000fc00be008f000000f80000007e00b000cc00b0008f00,0
tour_夢,夢,유메,060006007f003f001f001f001f004f000000020000003b0000000d0000000f00,60006400fe00ff00f800fc00f800fe00000020000000bf0000006c000800fc00,7f00ff00ef003f001f0003003f003f0000003d00680007001d00020000003f00,ff00ff00ff00fc007800f000e000c0000000fd000700ec005800b0006000c000,0
tour_花,花,하나,0c000c00ff007f00040018001c0038000400040000007700040000000c001800,c000cc00fc00fc0040008000c800fc004000440000007c004000000040004c00,7800f900d80018001800380038001c0028006800c80008000800280008001c00,f800e000c000c000c200c300ff007e0038006000400040004000410003007e00,0
tour_商,商,상,01000100ff007f0008004f007f007f00000000000000770000000b0000003b00,80008800fc00fe0020007800fc00fe00000080000000de000000300000007600,6f007e006f006f006f006f006600200027002e00200027002000270026002000,ec007c00cc00ec00ec00ec003c000800040074000400a4002400a4002c000800,0
tour_白,白,시라,0100030027003f003f0030003000300000000000030000001f00100010001000,800080000800fc00fe000c000c000c000000800000000000f600040004000400,3f003f003000300030003f003f00100000001f0010001000100000001f001000,fc00fc000c000c000c00fc00fc0004000400f4000400040004000400f4000400,0
tour_谷,谷,타니,00000c001e003b00030007000e001c00000000000e0018000000030006000c00,00006000300018008c00c0006000380000000000200010000c00800040002000,3c00ff006f000c000c000f000f00040014003000670004000400000007000400,3e00ff00f80030003000f000f000100018000f00d800100010001000d0001000,0
tour_園,園,조노,60007f007f006f0067007f006f006700200000003e002000260020002f002000,0600fe00ff00e600f600f600fe00c60002000000fb000200f2000200fa000200,67006700630067007f007f007f0020002300200020002200260000003f002000,e600e600f600fe00fe00fe00fe000200a200220062009a00ca000200fa000200,0
tour_明,明,메이,000046007e007f00660066007e007e000000020000003b002200220002003a00,00008600fe00ff00c600fe00fe00c6000000020000007b00420002007a004200,660066007e007e00220001003f001f002200220002003a002200000001001f00,c600fe00fe00c600c600fe009e000600420002007a0042004200c2009a000600,0
tour_鷹,鷹,타카,20003f003f003f003f003f003f003f00000000001b0016000400120016001400,8400fe00ff00fc00fe00fc00fe00ff00000000006f000000de000400da000100,3f003f007f006f006f00ff00f60052001b0010003000270020005b0052005200,ff00f800fe00ff00ff00ff00df004b00ff0008000200fd0001006d0049004b00,0
tour_服,服,핫토,000037003f003f0037003f003f0037000000120002001a00120002001a001200,00008c00fc00fe009c009c008c00fc00000084000000f600940084008c000000,3f003f003700370077006f00e700c30002001a0012001200320022006200c300,fe00fc00fc00fc00b800f800fe00ee00f600b400b400ac00a800c800b000ee00,0
tour_宝,宝,호,0100010021003f003f0070003f000f0000000000000000001f00300020000e00,000080008400fe00ff001200f800fc000000800080000000fb00020000007c00,010001000f000700010001007f003f0000000000000006000000000000003f00,8000a000f000f800b8009c00fe00ff00800080000000f800880098000000ff00,0
tour_暗,暗,안,00009000ff00ff00db00d900df00ff000000000000006d004900480048000f00,60006000fc00fe001800be00fe00ff00000020000000ee0008009a000000f700,fb00db00db00db00fb00fb00cb00430068004900490048000900690048004100,fc00fc000c00fc00fc000c00fc00fc000000f40004000400f40004000400f400,0
tour_工,工,공,0000000000003f001f0001000100010000000000000000001e00000000000000,000000000800fc00fe008000800080000000000000000000fe00800080008000,010001000100010001007f003f0000000000000000000000000000003f000000,80008000800080008400fe00ff000000800080008000800080000000ff000000,0
tour_部,部,리,0c000e007f007f0037001f00ff007f000000060000005d0025000b0000007f00,66007f00ff00e6006e007c00f800fc0022000100bb00a20026002c001800a400,33003f003f00330033003f003f001100110000001d001100110001001d001100,7e00e700e300630063007e007c0060003a00a500a1002100210022003c006000,0
tour_陵,陵,료,8000f800ff00df00ff00f700f100fb000000080068004f005000160040006900,c000e000f800fc00fc00fe00f400be000000600000007c0000005e00d0008200,df00db00fb00d700de00cd00df004f004b004a005800530046004c0041004f00,de00f000f800f8007000f800de000f005e000000e800580030004800d0000f00,0
tour_黒,黒,코쿠,000010001f001f001f001f001f001f000000000000000e0000000e0000001e00,00001000f800fc00f800f800f800f800000000000000ec000800e8000800f800,3f001f007f003f00240072006300210000001e0000003f000000300021002100,f800fc00fc00fe0044002200330011000000fc000000fe000000000011001100,0
tour_冷,冷,레이,00008000cc004d001f001e003d00fe0000000000840044000d000a0004001e00,4000e000f00098000e003700fb00fc000000200050008800060011000b00f400,7300710030003000300030000000000010001100100010001000300000000000,fc00fe00cc00cc00cc00fc00d8004000000076004400440044004c0058004000,0
tour_熱,熱,열,08007e003f007e003f007e003f007e0000000000370000002b00180037000000,200030003c00fe00fe003c00fc00fc000000100014000200d60014005400b400,3f001e007f0038002400760063002100370002000e0038000000340021002100,7f00ef00ce008a00440066003300110015006300ce0082000000440011001100,0
tour_全,全,전,0100030007000e001c003800ff00670000000000030006000c00180030006600,8000c000e00070003c003f00ff00fb0080004000a00050002c0013000800fb00,010001000f000700010001007f003f0000000000000006000000000000003f00,8000a000f000f80080008400fe00ff00800080000000f800800080000000ff00,0
tour_チー,チー,팀,00000000000001003f001f000300ff00000000000000000001001d0001000000,000000007000f000c00000000000f0000000000010007000c000000000000000,7f0003000300030007000e003c0018007d00010001000100030006000c001800,ff000300000000000000000000000000f8000300000000000000000000000000,0
tour_米,米,미,000018000c000600060002003f001f0000000800040002000200020000001f00,c000e600ce00dc00f800f400fe00ff000000620046004c005800700000007f00,0100030007000e001c0078007000000000000100030006000c00180070000000,c000e000f000d800cc00c700c300400000004000600050004800440043004000,0
